vid_id,uploader_name,interval_fromytcreated_toupload,category,video_length,no_of_views,ratings,no_of_ratings,no_of_comments
wUhiYj1q1GI,mustafasjw,892,Entertainment,62,669,0,0,4
5XDm6dM6CL4,getit4freedude,1063,Howto & Style,76,1940,2.75,4,0
FG-j841ezPw,FreeHackMaster,1103,Howto & Style,205,290,5,2,0
ntCIV3-OBpA,Wind2Destiny,1134,Howto & Style,53,83,5,1,2
Axm8ehXLilM,HowToGetFreeThings,1133,Entertainment,193,41,0,0,0
2cI58Nz3rvI,cmdcmd20,1007,Entertainment,78,1098,0,0,0
r57G8iVxoIg,puebloplug,1133,Science & Technology,29,424,4.2,5,11
gHSE1DRYkKs,puebloplug,1130,Science & Technology,21,3236,3.5,24,21
uGoK628b0ck,pat2darooney,1131,Science & Technology,79,62819,2.23,44,3165
J4wCV69uwJ0,bubtime,1135,Science & Technology,6,24,0,0,0
2sFBDM-rkns,JoJoBinxProductions,1135,Science & Technology,82,26,0,0,1
reEJTjKPYKc,xXBR4D3NXx,1130,Science & Technology,62,542,3.8,10,18
pxMiKt4VTHs,HOCKROCMAN,1133,Science & Technology,4,79,1,1,3
OL5Vc9pRLa8,davidisbetterthenyou,1131,Science & Technology,9,367,1,4,4
YpvWyZLinRo,iownhalonoobs,1035,Howto & Style,137,29391,3.81,90,400
tXAfMNYxEgk,poptartkid01,1133,People & Blogs,80,102,5,1,4
h-1docf3qiQ,poptartkid01,1131,Science & Technology,30,218,1,4,3
bgWToe8ygEc,mousey685,1133,Science & Technology,22,99,1,7,4
vwNbeMVyTGo,lzmsswrestling,1133,Science & Technology,6,105,1,1,2
vpkTBbUI2O4,LMcorporations,1121,Science & Technology,114,16765,4,10,14448
b9HurVwlLXw,iownhalonoobs,1121,Howto & Style,227,2351,3.43,14,39
bp8ybWWtVkA,TyrantBoyz,1046,Entertainment,200,1856,3.4,5,6
n_HKiuQwP-4,IYIasteI2,1127,Howto & Style,313,2835,5,1,16
AelsCTq5wnw,amandaehh,1134,Comedy,141,165,5,1,10
69e1YuCWAg8,RhettandLink,996,Education,268,13293,4.52,86,59
YWsGLAay19A,SraahAlbanyvuoyje,1131,Film & Animation,22,550,0,0,19
MFZAqbjLt6Y,matt3568,1105,Science & Technology,77,488,2.33,3,3
tMdJIrtGucU,undaskkore,1129,Science & Technology,92,105,3,2,2
0lb33if4UA8,matt3568,1107,Science & Technology,447,172,5,3,0
WP8j9x_6JM8,gagnepm2007,1108,Entertainment,30,78,0,0,0
3ciKX1oPPzk,kaygabs,1131,Howto & Style,47,36,0,0,0
vXEWW2-VRIo,matt3568,1108,Comedy,361,131,3,2,1
m0esJ3AmfRw,DRJ0K3R,1112,Science & Technology,275,55,5,3,0
osuM0-4Ba5Y,davidisbetterthenyou,1132,Entertainment,50,74,1,2,6
Wf7vAKFnx9I,undaskkore,1129,Science & Technology,140,5515,3.79,24,3438
nzNFVAIxvV0,Heinz9493,1129,Howto & Style,277,2766,4.2,10,11
Y5NIBctPtec,thand12,1129,Howto & Style,385,727,1,1,2
EiLb9xG3-lY,squishless,642,Entertainment,309,767084,4,4,9794
0P6xpDFRG8E,ipodtouchPROhacker,1129,Howto & Style,67,738,3,2,2
dI7XileC4q4,MjjTV,1129,Science & Technology,124,2638,5,9,23
_vQAhDY8KNk,rrsx01,1129,Science & Technology,46,328,0,0,1
eoAwgK787R8,jjamesj2,1128,Education,193,486,2.14,7,4
uTn9UNz1QFs,KaosDOSK,1128,Entertainment,103,578,3,6,7
QbKcGSMo5IQ,LILKING32,1128,Film & Animation,27,79,0,0,4
_ksPVNvlpvg,SpodProductions,1128,Entertainment,34,866,3,2,3
ZJ3mA6R2AxU,MjjTV,1129,Science & Technology,122,2252,4.5,14,15
qkOLS3b3GYc,sly4ever555,1129,Science & Technology,183,126,3,5,9
bj_A74W897I,bumuckl,1129,Science & Technology,89,350,5,1,2
rpq5WGPHqZU,kewler26693,1129,Howto & Style,42,118,5,2,1
avb9o-QE7OA,GhostMirror3567,1129,Entertainment,87,87,5,2,1
RtXybp7PtE4,timurmurmur,1025,Science & Technology,82,101801,4.35,55,183
Bw_WgYo8Dbc,bbfreebie,905,Howto & Style,497,331543,4.62,377,1463
k99FN0CVOyM,xnetmaniax,1129,Science & Technology,46,426,0,0,1
v2Vhlg6s2B0,jigitz,1109,People & Blogs,102,8151,3.43,44,145
p78IR6m30oA,mkers99,1129,Entertainment,86,497,1,1,6
bnJF2dqX6_M,WasteTimeChasingCars,1135,People & Blogs,237,1967,4.19,36,75
Fne-iaW2Mec,findthekey14,1124,Music,240,161,5,3,8
KuTOzUEZlD4,Dcavolli,1135,Science & Technology,96,209,4,1,3
oSE_Ff1gILU,1mResponder,1135,Science & Technology,35,83,0,0,2
zaW22HTRkvY,davidisbetterthenyou,1135,Science & Technology,56,269,1,3,8
f0Vh2vdeGJs,puebloplug,1136,Science & Technology,30,35,5,2,2
n_bPIvCUk3k,JoanneKittccdqml,1134,Film & Animation,47,802,2.33,3,19
2-uFLo45Qus,iRespond2U,1135,Science & Technology,18,86,0,0,1
9siYskifAJY,BlockBusterCo,1133,Entertainment,7,168,5,3,29
bd6Og1-uMN4,webigman22,1067,Entertainment,122,1110,2.33,6,10
yKQ0zz_oFnI,macbookairmaster,1118,Science & Technology,348,277,3,2,9
gAtFNR36Guw,Juiceblogs,1135,Science & Technology,68,274,4.69,13,421
bInw8dLfRPg,theshaggyskinhead,1112,Howto & Style,5,152,0,0,2
gRy8LTeQtBw,macmostvideo,939,Entertainment,394,1061,4.29,7,2
q5A5pCvAgIw,musicvideos08,1103,Science & Technology,181,34891,4.11,62,75
izo9_L8DPLs,punjabibloodfk,1131,Entertainment,20,484,5,2,11
yyZdurhVokU,Whatsthehub,1094,Film & Animation,30,11979,2.73,22,26
jHOOL-d7qoY,GettyProductions06,1135,Entertainment,19,21,0,0,0
2E9EFGhl-9c,RotteArmija,1107,Comedy,108,48625,3.48,323,133
fVHpd0KsNlY,TeaBagProductionz,1132,Comedy,164,12318,4.16,158,116
7m_hBv90Vc0,AnachronaMatthewwpir,1134,Comedy,171,1329,2.67,55,20
9slR5N92zJU,soufeastlondon,1134,Comedy,54,1213,1.94,51,20
b8nXNkdKuJI,choksuaker,1132,Comedy,86,5630,1.94,179,106
tjiX6luFKeo,GamingMazterResponds,1132,Comedy,46,6185,2,244,292
FPyISz-IsVg,puebloplug,1131,Comedy,15,3178,1.7,91,78
s1t5oGgW6wc,gamesboy11,1134,Comedy,217,550,1.4,20,22
T1dNnSuJOeU,atomicsoda88,1005,Entertainment,304,4361,4.44,27,49
8a_16yvbYxE,davidisbetterthenyou,1132,Comedy,7,798,1.53,15,34
_E_k0bxyJO8,sp33dvidios,1131,Music,82,6661,2.23,257,135
9zChra3Jtsw,,,,,,,,
e3xLWmRHMfY,beerboy12345,1132,Comedy,60,2853,1.45,83,123
BsbaW9M15-M,chinesemobster,1132,Nonprofits & Activism,212,370,2.33,3,15
glrAA4YdEmM,chinesemobster,1132,Entertainment,69,298,5,2,1
vlFRWzf9v1I,KarlYTHE1992th,1132,Comedy,152,1052,1.35,34,15
#NAME?,,,,,,,,
0ozxPRnJZ-U,beefn1000,1131,Comedy,33,319,5,2,7
szJ0Cfm1h8U,puebloplug,1133,Comedy,34,108,5,3,2
leLkRXXtDhY,chidarou,1132,Comedy,164,544,1.22,36,23
r--isUxXPiI,TraysonRubio,1110,Entertainment,118,12994,4.2,141,177
GI4vS7gJO7w,TraysonRubio,1131,Music,123,3697,2.77,62,45
nNZKQ3Vp2aE,SillyChester,1130,Education,26,19580,1.58,994,585
HYK84E2ivaM,krock1616,1135,Comedy,69,205,1.29,28,28
nAxx9yzuvpo,coconado,1133,Entertainment,38,906,2.64,25,17
f8PG1kwQ-Dw,skrekkgruppen244,1131,Comedy,272,4756,1.77,57,6
4ajpZLYOYCw,pman776,1130,Comedy,131,2186,1.5,62,94
8GwutAcFX-o,brandonnajera44,1130,Comedy,254,4823,1.43,103,37
optxJSwN5Iw,rsivracer,1133,Comedy,12,655,1.39,31,11
uZXrIw_is6E,thtguy23,1133,Comedy,158,1589,1.55,67,76
KnoNr4Bw62s,iRespond2U,1135,Comedy,7,45,0,0,1
CCLiZNraIuw,keith3600,1132,Comedy,51,1216,1.3,82,92
Exwt0pHji3w,TheCoreyHour,1130,Comedy,66,4790,1.25,163,154
4CTYAkuCLzc,chingchongchinese,1131,Entertainment,45,643,2.71,7,4
jSa-oW2h_Es,davidisbetterthenyou,1131,Comedy,30,2500,1.11,113,65
OMz1I7gSTi0,pman776,1131,Comedy,90,550,1.08,26,18
xRBAoESGGEk,sadlerocks19,1130,Comedy,22,1035,1,24,0
0GMzzp_nJbw,smosh,759,Comedy,247,2102333,4.74,20514,10213
MjHP7JROj8k,batermaster77,1133,People & Blogs,119,602,4.75,4,6
kxhdA5pB7f4,vivalabam454,1131,Comedy,13,377,1.25,16,20
UW_1CvDFYVg,mileymandy,1124,Comedy,135,721641,4.11,5776,33543
3lj0uSB2Qs8,AlfredoFoX007,1133,Comedy,509,1849,3.71,14,25
r87qmzmgy_k,emilykatandkaty,1125,Entertainment,296,9400,3.3,81,157
jWUVtoamdOY,mom2allison,1107,Comedy,94,41036,4.2,158,547
G5eVTQjUbVU,AshleyTisdale4EverX,1125,Comedy,274,4254,3.56,16,33
M3pAXdYk2ns,hgesse1120,1133,Comedy,184,205,0,0,1
CdpkTKmILJc,NicolasIsReal,1132,Comedy,130,3693,2.98,42,36
LsGU_kjTaKI,strangeperson1234,1133,Comedy,107,236,0,0,4
rTECT7I8AH4,jessicabillie,1132,Comedy,44,561,3,2,8
Bxrf90orhNE,swimmerfun1,1133,Comedy,155,803,2,1,0
DOTTmi8CXOM,jlomarda,1133,Comedy,418,1015,2.12,16,22
cGfR5epTmu8,coolfrog101,1127,Music,92,883,3,2,3
SaKST2SrVvs,rockinmarissa134,1134,Comedy,265,27,0,0,0
0pr7TkYVVAg,aFurryHatGuy,1134,Comedy,509,44,0,0,0
Cgx0LnnXFO4,mileycyrushomepagess,1134,Entertainment,509,1260,4.72,39,102
2h8nqVzP3j4,minchkin77,1134,People & Blogs,508,155,3.14,7,3
tyfxM1WImb8,BuckyKentucky06,1133,Comedy,509,105,0,0,1
jIxuHobFgEo,,,,,,,,
lQtSfbJiqqE,AlfredoFoX007,1125,Comedy,135,10143,3.71,35,132
6up0iPGJidA,Sillyprd9,1126,Comedy,135,914,3.14,7,6
TU4-L6nF--k,kimvandijk,1134,People & Blogs,227,43,0,0,0
v_EM3z9_gY4,lyzettesalazar,1135,People & Blogs,18,17,0,0,1
owGaV0uxi54,Chivalryaintdead,1132,People & Blogs,9,1099,3.14,7,9
PiYdJDbCi9M,kidblood1,1124,Pets & Animals,256,62308,4.4,77,2376
DCUOSFywsQY,davidisbetterthenyou,1134,People & Blogs,19,98,1,1,2
RdR5uqFMxyg,WHATTHEBUCKSHOW,1014,Entertainment,129,103646,4.69,2064,602
ozWs6dXC_tM,TristinaLue,869,Music,213,30519,4.47,247,183
l26-BiP5SlA,davidchoimusic,868,Music,233,94956,4.57,1051,537
GY8Yk9uD1bc,AxolotlVids,603,Comedy,216,25089,3.89,157,84
Bizjbag0Em0,elena019,0, UNA ,354,93449,3.93,99,10
BmpZ1ztfVqg,craigcoffey,864,People & Blogs,650,56454,4.52,23,7
Xv6lHwWwO3w,tenerorso,747,Music,186,1965786,4.85,4273,1830
hYkuhfsoX6M,Animedreamer240,1012,Music,660,503249,4.9,2131,1866
Wi2TuXgebGw,trey5,604,Music,182,136998,4.7,322,333
Tz_5LHD0gXY,Kohishicool,777,Film & Animation,197,44323,4.86,426,231
rDB9zwlXrB8,myredroom,849,Music,372,7990144,4.9,15439,7052
TOOY0xuQ3TU,Google,1091,Science & Technology,95,318872,4.79,243,185
A7505mVOOI8,mesto4jetset,719,Music,199,136014,3.89,276,369
#NAME?,thinkslinks,642,Film & Animation,238,21366,4.83,58,41
nKrS2_7bRfM,b4l14,728,Sports,427,348517,4.68,447,278
i8Ed4wFxFWM,Number1Freebies,1133,Science & Technology,432,591,2.33,3,0
wXE5frYiBO8,MikeDudeVlogz,1133,Nonprofits & Activism,10,3832,2,4,860
u6lY_sNa63o,Drano63,1087,Science & Technology,199,3203,3.57,7,32
t15Zk6I5HGQ,paintballkid5000,1104,Science & Technology,180,226,0,0,1
Vd9kMaPsNrQ,eckounltd93,1124,Howto & Style,121,320,1,1,2
ir9oucOBugE,cannon777,1076,Entertainment,413,4934,4.86,7,26
#NAME?,Drano63,1081,Science & Technology,156,2799,4.43,7,30
#NAME?,Tastythomas897,1133,Howto & Style,271,203,3.4,5,15
GXQQfcsWaKY,salc75,1062,People & Blogs,399,678,4.33,3,1
InM0kNBGryk,hillcrester,1078,Howto & Style,150,8544,4,7,26
p6h3tqL5E3g,Flopbuster,715,Entertainment,169,1239,3.4,5,7
MDJ9D6Z4HGk,techguy42,1109,Music,119,754,4,4,1
Wi_clDXyy2o,JordanRutledge01,1106,People & Blogs,93,7945,3,38,1312
LmN1Ky3bW1A,Drano63,1087,Science & Technology,199,723,2.33,3,1
rxdvasZiZ2A,Astroranagun,1128,Science & Technology,199,76,5,1,1
7Rgz8doVQXg,usethistocomment,1087,Howto & Style,64,244,5,1,3
9zqGfbuA2uQ,freebies4you,1019,Entertainment,199,872,4.14,7,4
99IxHLQbP6s,freeipodswiixbox360,1070,Education,63,5627,5,1,11
inaB1DvJTg4,StoneColdCartman,1088,Entertainment,119,1706,3,2,1
lyto3AubZFw,machinima,1116,Entertainment,655,518076,4.88,6542,6395
0lFd5HTUSt8,MontanaKilla99,1135,Entertainment,23,207,1,7,6
jKnl5Yf-eEc,LilGreenOwnage,1135,Entertainment,18,462,1.57,14,19
l-ZBTdLEDyg,Jonaslover1023,1131,Entertainment,47,3904,1.24,355,388
EEEJK4Igy9o,disturbed764,1135,Entertainment,20,67,1,4,4
LTxO_pgMqys,machinima,969,Entertainment,407,3731016,4.82,35352,26192
kb8rdc-0OpQ,machinima,1056,Entertainment,621,1134816,4.87,12763,8108
LbbRpN2FNmw,machinima,1123,Entertainment,512,566582,4.91,8495,7879
iyjLnvI4yE0,machinima,1067,Entertainment,545,786678,4.88,8040,5353
No3e1meC-KQ,machinima,1088,Entertainment,489,548666,4.86,5600,3735
BzgXGACAU20,machinima,1074,Entertainment,487,830845,4.92,8864,6556
3IWY5MIlhiY,machinima,1001,Entertainment,554,746413,4.83,12969,7182
tcfgvsCScsA,machinima,1102,Entertainment,542,630535,4.91,6287,5319
xLJtFp1m0Lo,machinima,1086,Entertainment,484,146761,4.57,852,508
JqoKuW0NS8g,Marutodubber,1059,Comedy,617,12375,3.69,174,70
0eq5ImdIc7Y,machinima,1051,Entertainment,419,45203,4.22,740,345
jA5cYuEycO4,machinima,1052,Entertainment,382,67407,3.9,981,403
hnHQajBxeIo,machinima,1095,Entertainment,335,124055,4.28,1305,1049
f62bnWUgXrA,Trevanator72,1098,Comedy,413,3995,4.05,21,44
CFW8Pwdxrv8,machinima,1056,Entertainment,199,186823,4.68,927,1018
9HjSoMZ7y7A,TRINITYCHGO,1129,People & Blogs,182,8172,4.79,29,81
RvMbeVQj6Lw,TRINITYCHGO,1129,People & Blogs,408,99596,4.53,1025,2050
8pedwsGGGp0,TRINITYCHGO,1129,People & Blogs,84,6811,4.55,38,49
ZXptgNiUgw0,TomoRiordan2,1131,People & Blogs,596,1637,0,0,0
Wo6x_iIBcbo,TRINITYCHGO,1129,People & Blogs,119,13746,4.48,62,106
8A04oMn6XNE,TRINITYCHGO,1133,People & Blogs,336,2601,4.87,31,31
#NAME?,TRINITYCHGO,1129,People & Blogs,103,4361,4.56,18,21
1RMc-HLMh4c,freedomanddemocracy,1131,News & Politics,505,2142,4.39,18,23
6yOR_srOUI0,TRINITYCHGO,1129,People & Blogs,195,5497,4.09,32,67
z0AeDA6uS70,ShanaKeatsdhiuu,1131,People & Blogs,127,4730,4.91,11,51
4ThIdzzb0zc,TRINITYCHGO,1129,People & Blogs,350,4181,4.78,37,34
zguaFD1keQ0,TRINITYCHGO,1133,People & Blogs,185,3270,4.2,30,31
6q-x8zXolAA,lohanaddict,1130,People & Blogs,19,339,2.14,7,7
zhES-GCD72c,freedomanddemocracy,1132,News & Politics,597,883,3.57,14,18
2CBNoQhd5JM,youlikewater,1134,Howto & Style,85,30,5,2,3
#NAME?,puebloplug,1133,Howto & Style,15,155,2.71,7,3
Ho8b_9PemLs,ConanOBrianFAN,1135,People & Blogs,60,679,3,14,19
SCs1RJqL-QE,bigedude33,1133,People & Blogs,182,252,3.79,14,15
JsX9db1e7s0,ConanOBrianFAN,1135,People & Blogs,340,709,4.1,21,76
nKho22Z6HKk,DownIoadMaster,1132,Science & Technology,79,277,3.4,5,11
476sb1N6V10,lisaSlaughterxvrjjh,1133,Film & Animation,87,72,1,1,1
lVo88qqkkPQ,Pinecone1981,1102,Entertainment,534,974,5,2,7
dO0ElTizApU,Wiilov33,792,People & Blogs,215,2579,4.2,10,14
lbVnhaqP8F4,ParamountPrizes,1059,News & Politics,152,407,5,3,1
ZC27cpPehBE,ParamountPrizes,1059,News & Politics,158,338,5,2,0
Y1W2fZH56Zo,Vidaluko,645,Entertainment,48,2376,3.5,8,6
NVdztvwn1JI,kortsta,1131,People & Blogs,28,16400,3.83,24,56
I5YpDB1Wa4Y,P3rrigo,1133,People & Blogs,30,935,3.88,17,18
UeUFrDws0uI,Shinsengumi9439,1135,People & Blogs,48,88,5,1,1
9VXr9GwFKOQ,SufficientxGrace,1133,People & Blogs,24,218,5,3,0
T7Hih6uH4so,krispink,1133,People & Blogs,69,205,2.33,6,5
rV07oaJ-cZQ,incorporatedfx,1102,Comedy,67,102577,3.64,590,378
_vPeW4fQudI,senglyy,1134,People & Blogs,18,57,5,1,0
b53WxCAzj14,NiiNANiiNA143,1132,People & Blogs,7,420,2.33,3,5
AwsFXp84yyA,theEMOofMEXICOcity,1134,People & Blogs,147,203,1.8,10,12
piOqVLyYyO4,nyr50973,1132,People & Blogs,9,206,5,2,1
5ZITqcx36XQ,sobechick,1134,People & Blogs,14,15,0,0,0
NoQYV72nQ6E,TeenVictor,1136,People & Blogs,59,4,0,0,0
hMrX_GJ_0sE,candyhouz,1135,People & Blogs,55,7,0,0,0
VQwGeFirvqc,ItsMattChew,1133,People & Blogs,25,789,4.5,10,20
#NAME?,electricstormx,1105,People & Blogs,15,6205,4.09,22,67
Q2J3eAZXtDU,davidisbetterthenyou,1132,People & Blogs,17,485,1.8,5,4
w7-p7r2UdQU,EmperorofAnime,1136,People & Blogs,23,13,0,0,0
9_XdAqF674A,jaiarme,1133,People & Blogs,8,80,0,0,2
zjEfj6dlOP8,kingshecki,1135,People & Blogs,10,25,0,0,1
#NAME?,K0R3ANSHEKI,1135,People & Blogs,10,19,0,0,0
M1XwEpZRVb4,fletch161087,831,Sports,382,2155,3.43,7,3
Av3QQiIeVMM,,,,,,,,
vcfFDi3Td1Y,fletch161087,832,Comedy,102,6819,4.43,14,3
AKba3bt5VD4,xpangoexpert,996,Howto & Style,141,4183,2.77,22,8
YdBItW2Dhy4,fletch161087,832,Entertainment,174,2548,2.88,8,12
crcKT39AIDc,fletch161087,831,Entertainment,31,3743,3.13,15,13
fC6CFXjmV0o,fletch161087,873,People & Blogs,40,2997,3.18,11,6
w8pch6yX16M,fletch161087,846,Entertainment,70,1010,2.33,3,3
nbQ_UbgHtPU,fletch161087,846,Entertainment,124,751,1.6,5,3
SfAV8Hg9u-o,giftforfree,1101,Science & Technology,147,206,1,3,2
b8gZhP4OcYY,phatseany,1114,Howto & Style,56,298,1,2,0
Ah5NiAJXutc,ShawnGehrke,1134,Science & Technology,134,219,5,2,114
ufD691OJSx8,SamanthaDaggzflgkm,1135,Film & Animation,142,13,0,0,1
VEzUtNj2EGM,jayrat77,1108,Howto & Style,295,1752,3.55,11,1
D2u669O4RVs,jayrat77,1108,Howto & Style,295,1316,4.43,7,5
LBGgtRyKR84,jayrat77,1108,Howto & Style,295,704,4,4,1
cFel1Iycv-A,jayrat77,1108,Howto & Style,295,675,5,4,2
AbnrktbL-iM,jayrat77,1108,Howto & Style,295,2311,3.86,7,3
Cq27l7-4w4A,jayrat77,1108,Howto & Style,295,1763,4.2,10,12
N3ttfrgYpRQ,jayrat77,1104,Howto & Style,295,6376,4.11,19,41
MelqiMMbxDM,SammieTV,1093,Education,26,28576,2.88,262,368
59iliYMc6lw,chanelheaven,1134,Comedy,14,6817,3.03,65,64
uzAdFT_vtNo,tavk22,1135,People & Blogs,35,139,2.33,3,2
iW93-LTgEhE,ParodyPlus,1102,People & Blogs,229,4707,4.4,88,116
c_XhmsSeUSg,Uhneed,1109,People & Blogs,207,404,4,4,5
JpKuu5B5jrI,PottersHouseOz,1122,People & Blogs,77,7410,3.25,20,29
GRCsXHPeQ3Q,Fylkor,1134,People & Blogs,69,796,4.8,15,16
nUiXxJXjekU,Legendhouse,1130,People & Blogs,107,13219,3.04,54,55
Kzrttsr2kXg,TheUnworthy,1135,People & Blogs,58,125,4,1,1
GcrVpiIaJos,davidisbetterthenyou,1135,People & Blogs,43,45,0,0,0
xIkBF5ZUgrM,smarteth,1134,People & Blogs,10,99,2,4,1
IbiFuiLdc7E,gothicmanfuncrap,1134,People & Blogs,64,47,0,0,2
R_1CiAJPdoU,Runation,1135,People & Blogs,17,46,1,2,1
CMoL1simXZ0,ImaPirate123,1135,People & Blogs,12,35,1,1,1
m60oZKnMM9k,1mResponder,1135,People & Blogs,6,12,0,0,0
HCaElWpyLCQ,dkoleary88,1119,People & Blogs,73,3885,4.38,21,30
arH0k3-1KyE,iRespond2U,1135,People & Blogs,58,17,1,1,1
q37-rLmzcaQ,puebloplug,1134,People & Blogs,15,1542,3.03,30,28
s6IobmFqGUU,bubbers,1134,People & Blogs,27,138,3,2,0
H0_uBEsmNs4,gothicmanfuncrap,1134,People & Blogs,44,8,0,0,0
E-4iVJprHEE,netwinner,786,People & Blogs,120,7427,4.71,24,758
hkK4aJ5_ycw,netwinner,794,People & Blogs,126,1450,5,6,136
LbXr_l2pQxU,TonyEnamel,1134,Science & Technology,229,120,0,0,0
KaHF7j-GMeA,netwinner,801,People & Blogs,145,2824,3.15,13,81
sa7rc3ySN0g,fletch161087,940,Entertainment,131,517,5,2,0
DdgzKAOXN4I,AussieFocus,533,People & Blogs,35,18617,2.79,34,42
1X_oNsalkAc,allthatucan,1118,Education,97,63,5,2,0
T-oDVcSZ16w,iPorn100dotcom,1039,Entertainment,123,687,2.2,5,2
MFv_UuHBZVk,cnetrocks,1088,Howto & Style,183,168,0,0,1
hylb5ojXKNE,cnetrocks,1086,Howto & Style,106,170,5,1,0
ewWtCpoojg8,colt605,1054,Howto & Style,213,349,3,2,6
E9EOD29I-Zw,colt615,1055,Howto & Style,60,670,3,2,4
A-WVsHlCY0I,zerocashfreebies,1131,Education,41,1078,0,0,0
eKjegmzh9gY,colt615,1055,Howto & Style,213,573,2.67,3,7
zfro9bNWy2g,coltupthebutt,1054,Howto & Style,213,350,3,4,4
34GxrqaO2sE,nodrivetime,1133,Comedy,175,2494,3.09,33,19
Be_pbbxveZo,iRespond2U,1135,Comedy,18,237,3,3,8
jY0v32LAe9M,quaz18,1103,Music,508,580,4.2,5,7
5D8yzEqm5SQ,MVVideos,1132,Comedy,14,10572,2.38,65,88
nsB2jRGC8fo,Tenzero2,1133,Comedy,9,241,0,0,0
Ki6tZFkHijU,AsthmaticHorn,1133,Comedy,135,1868,1.88,17,19
bCgrixKVKxs,BIGCHTR,1132,Comedy,89,5256,1.62,34,46
xPaPMSr9li4,CBS,1133,Entertainment,256,1616,2.33,6,7
ajS3JqdhRm0,natey1112,1133,Comedy,213,61,5,1,3
hH4HEA7dsLY,libra888,1132,Comedy,55,5895,1.51,55,62
OfsoIFDUyao,FreexTibet,1133,Pets & Animals,658,8354,2.43,90,284
M6OLC5qQxaw,darec01y,1134,People & Blogs,175,322,3,4,6
WuazrgrCD9Y,aFurryHatGuy,1133,Comedy,175,226,2.33,3,1
BVrmOHz7Ttw,royalflush04,1133,Comedy,175,3232,2.65,34,28
xXORtE4UBrU,imanim58,1133,People & Blogs,8,248,1,2,2
g7m0ZGUOIOQ,shortywizdom,1133,Comedy,175,439,2.6,5,2
qePy2J-i-nw,,,,,,,,
j9xkoM4Ljt8,jojobee77,841,Pets & Animals,28,357,4.5,4,1
TOfuaP3wSvA,Hyattiee,0, UNA ,100,33772,4.76,83,27
tNYjHURaGGA,kittyqueen25,1073,Pets & Animals,18,195,1,1,3
nrTZwzSSfaY,Broojo02,1131,Comedy,33,549,3.3,10,10
cJvNS4O7MHs,CyanTerrorist,1133,Comedy,155,1841,4.7,116,77
lU957nd0KaU,VivaJimmy,1131,Comedy,78,578,4.54,26,28
GH4owihn5aM,F2sT,1131,Entertainment,54,381,4,4,3
WArL5cV6-u0,bowener,1131,Comedy,67,486,3.08,26,17
MExGrRdTWWI,velcroFathoms,1131,Comedy,86,639,4.37,19,15
3DATjaOmN4Y,thalmadion,1133,Comedy,25,234,2.6,10,4
waTl0Sgoa9w,Br3TV,1131,People & Blogs,421,3649,4.22,67,128
B15KNtUvrSU,puebloplug,1131,Comedy,20,155,3,2,2
bC9Z-CwmfGA,libra888,1132,Comedy,111,205,2,3,2
Aqx-Tx0x54U,RyanTwin21,1132,News & Politics,142,890,3.46,13,23
nnR8uggrCmA,RyanTwinComedy,1132,Entertainment,194,396,3.29,7,3
SYYrmy8iZFg,RyanTwin21,1133,News & Politics,129,1101,3,6,3
EwQfar-iD_8,Br3TV,1132,People & Blogs,181,73,5,2,1
tnYea1uQ3MA,barneygrumble,1131,Comedy,21,310,2.14,7,2
TnQFuS1lKHs,davon29588,1131,Comedy,210,3520,4.46,113,124
VG-KNsObwh4,Tadamun,1132,Comedy,108,498,4.59,32,24
FHDFh-91Jf4,davon29588,1131,Comedy,134,180,4.88,8,8
#NAME?,x3fysh,1131,Comedy,87,311,1.33,12,19
YRxR28BxF2o,egl619,1134,Comedy,54,68,4.67,3,0
rc01OYUYLes,AmericaforAll,1133,News & Politics,144,9466,4.52,33,64
-6M41YqM_xk,topnews2008,1134,News & Politics,114,2817,5,15,0
2qlOLmaoYzw,hiramkills,1132,News & Politics,592,6161,3.44,36,123
YfUVVxvyZ4Q,StormeDaddhnsl,1135,News & Politics,152,205,0,0,1
gtyYEwQwc28,Nickg716,1133,News & Politics,134,5607,4.33,51,84
ROjJtmdYirI,JoannaLloyduynsv,1134,News & Politics,98,283,5,2,7
7_LNE_NGexY,CilyPudi,1134,News & Politics,106,372,5,4,8
jQHE1HycxwE,hotgreg,1134,News & Politics,140,730,5,4,10
jLfZtwoVyj8,vericool88,1133,News & Politics,85,3620,4.76,37,47
qR28n3L4f9A,blaggabloogy,1134,Comedy,71,5068,4.37,30,28
BMu9x8M1jp0,HaenBlackwoodfhbdly,1131,News & Politics,98,34298,4.55,94,327
feJ_441wK0g,LifeofApollos,1130,Entertainment,206,3552,4.68,184,165
Rdb8ay8NhpI,gimpchrist,1130,Entertainment,111,2085,4.48,31,36
xYThvkzXofI,SophieJKL,1133,Entertainment,177,561,3.05,19,6
_zHRTkww4vg,puebloplug,1132,Entertainment,78,274,5,6,8
dvDu0gfomsw,SBI12,1131,Entertainment,51,259,5,4,5
IUqtB2mygu0,hamsamblin,1134,Entertainment,48,283,3.2,5,4
RnftQLsYWuA,TheFinalView,1131,People & Blogs,134,313,4.14,7,7
2ud-81nOisw,harms32way,1133,Entertainment,30,374,4.67,6,4
vqUcmZfCuZI,RussinDC,1132,Entertainment,40,143,5,1,1
scX0WFukx2w,ChristopherMast,1130,Entertainment,57,1937,4.79,98,84
qCQxCFaKBeA,PokeAsheep,1130,Entertainment,68,1732,4.12,32,45
